"article_key","test_text","p_value","p_comp","section","start","end","one_previous"
"40_21_4230"," = 6.556, p = 0.639) or TIME ","0.639","=","5","6338","6347"," "
"40_21_4230","   6.556, p = 0.563).
by the ","0.563","=","5","6541","6550"," "
"40_21_4230"," = 7.173; p , 0.001). Specifi","0.001",",","5","7553","7562"," "
"40_21_4230","al block (p , 0.045), indicat","0.045",",","5","7903","7912","("
"40_21_4230"," = 4.796, p = 0.035). Specifi","0.035","=","5","8754","8763"," "
"40_21_4230","= 61.859; p , 0.001) without ","0.001",",","5","8862","8871"," "
"40_21_4230","currents (p = 0.007), whereas","0.007","=","5","9070","9079","("
"40_21_4230","          p = 0.651).
not fou","0.651","=","5","9150","9159"," "
"40_21_4230","for 3 ms (p = 0.321) or 5 ms ","0.321","=","5","9182","9191","("
"40_21_4230"," or 5 ms (p = 0.148). We also","0.148","=","5","9202","9211","("
"40_21_4230"," at 3 ms (p = 0.001). Togethe","0.001","=","5","9561","9570","("
"40_21_4230"," = 5.807; p = 0.006) and TIME","0.006","=","5","10297","10306"," "
"40_21_4230"," = 7.801; p = 0.001). PA-CBI ","0.001","=","5","10453","10462"," "
"40_21_4230","baseline (p = 0.006), and in ","0.006","=","6","1209","1218","("
"40_21_4230","ore
task (p = 0.037). On the ","0.037","=","6","1511","1520","("
"40_21_4230"," Celnik,
(p = 0.013) and P1 (","0.013","=","6","1822","1831","("
"40_21_4230",") and P1 (p = 0.024), and fur","0.024","=","6","1841","1850","("
"40_21_4230","training (p = 0.047). This re","0.047","=","6","2157","2166","("
"40_21_4230","          p , 0.05). Here, w","0.05",",","6","2399","2407"," "
"40_21_4230","esponses (p =
0.013). This ef","0.013","=","7","225","234","("
"40_21_4230","learning (p = 0.036). These r","0.036","=","7","339","348","("
"40_21_4240",") = 31.4, p , 0.0001; Fig. 1A)","1e-04",",","3","6618","6628"," "
"40_21_4240","    0.12, p = 0.9074; Fig. 1B,","0.9074","=","3","7787","7797"," "
"40_21_4240","t = 0.11, p = 0.9168; Fig. 1B,","0.9168","=","3","7962","7972"," "
"40_21_4240","t = 5.55, p , 0.0001; Fig.
obj","1e-04",",","3","8243","8253"," "
"40_21_4240","test 5.7, p , 0.0001; Fig. 1B,","1e-04",",","3","8506","8516"," "
"40_21_4240"," = 50.64, p , 0.0001;
        ","1e-04",",","4","2491","2501"," "
"40_21_4240"," = 118.4, p , 0.0001;
        ","1e-04",",","4","2670","2680"," "
"40_21_4240","F = 64.5, p , 0.0001; inter-
 ","1e-04",",","4","2844","2854"," "
"40_21_4240"," F = 9.8, p = 0.0001; Fig.
   ","1e-04","=","4","3026","3036"," "
"40_21_4240"," = 33.39, p , 0.0001; Fig. 1E)","1e-04",",","4","5986","5996"," "
"40_21_4240","oning (***p , 0.0001, n = 10).","1e-04",",","4","8182","8192","*"
"40_21_4240","          p , 0.0001). The 2T ","1e-04",",","4","8466","8476"," "
"40_21_4240","ith 15
***p , 0.0001, n = 12).","1e-04",",","4","8506","8516","*"
"40_21_4240","          p , 0.0001) similar ","1e-04",",","4","9450","9460"," "
"40_21_4240","nton-S (**p , 0.01, n = 3). ","0.01",",","4","9543","9551","*"
"40_21_4240","ioning (**p , 0.001, ***p , 0","0.001",",","4","9736","9745","*"
"40_21_4240","0.001, ***p , 0.0001, n = 6), ","1e-04",",","4","9750","9760","*"
"40_21_4240","f-B/1 (***p , 0.0001, n = 6). ","1e-04",",","4","10269","10279","*"
"40_21_4240","oning (***p , 0.0001, n = 12).","1e-04",",","4","10610","10620","*"
"40_21_4240"," = 43.64, p , 0.0001).
and sug","1e-04",",","5","363","373"," "
"40_21_4240","          p , 0.0001; Fig. 3A)","1e-04",",","5","3003","3013"," "
"40_21_4240"," = 42.21, p , 0.0001; Fig. 2A)","1e-04",",","5","5299","5309"," "
"40_21_4240","   22.29, p , 0.0001; genotype","1e-04",",","5","10610","10620"," "
"40_21_4240"," = 25.26, p , 0.0001; time eff","1e-04",",","5","10650","10660"," "
"40_21_4240"," = 50.64, p , 0.0001; Fig. 2B)","1e-04",",","5","10692","10702"," "
"40_21_4240"," = 58.82, p , 0.0001; interact","1e-04",",","5","10797","10807"," "
"40_21_4240","F = 3.03, p = 0.0118; Fig.
","0.0118","=","5","10839","10849"," "
"40_21_4240"," = 68.91, p , 0.0001; Fig. 5E)","1e-04",",","6","1580","1590"," "
"40_21_4240","oct b 1r (p , 0.0001, n = 6). ","1e-04",",","6","3042","3052","("
"40_21_4240","re shift; p , 0.0001, n = 13),","1e-04",",","6","3594","3604"," "
"40_21_4240"," 1r/dumb; p , 0.0001,      exa","1e-04",",","6","6701","6711"," "
"40_21_4240"," = 31.01, p , 0.0001; Fig. 5B)","1e-04",",","6","8901","8911"," "
"40_21_4240",") = 8.52, p , 0.0001; axons: t","1e-04",",","6","10141","10151"," "
"40_21_4240"," = 13.64, p , 0.0001,         ","1e-04",",","6","10175","10185"," "
"40_21_4240","rains (***p , 0.0001, n = 4–6)","1e-04",",","7","2751","2761","*"
"40_21_4240","ferences (p , 0.0001) among th","1e-04",",","7","2899","2909","("
"40_21_4240","        (*p , 0.05, **p , 0.","0.05",",","7","4338","4346","*"
"40_21_4240",", 0.05, **p , 0.01, n = 10).","0.01",",","7","4350","4358","*"
"40_21_4240","tioning (*p , 0.05, **p , 0.","0.05",",","8","7969","7977","*"
"40_21_4240",", 0.05, **p , 0.001,
        ","0.001",",","8","7981","7990","*"
"40_21_4240"," and “b”; p , 0.05, n = 12).","0.05",",","8","8702","8710"," "
"40_21_4240","to OA (***p , 0.0001; n = 12).","1e-04",",","8","9402","9412","*"
"40_21_4240","amb/1 (***p , 0.0001, n = 7–9)","1e-04",",","8","9891","9901","*"
"40_21_4251","mplitude (p = 0.04) and freq","0.04","=","7","6912","6920","("
"40_21_4251","requency (p = 0.03) of EPSCs","0.03","=","7","6937","6945","("
"40_21_4251","does not
(p , 0.05, compared","0.05",",","7","7226","7234","("
"40_21_4251","ition. A, p , 0.05 when A b ","0.05",",","9","1091","1099"," "
"40_21_4251","nd ADH1. *p , 0.05 compared ","0.05",",","10","2021","2029","*"
"40_21_4251","-
trol). ªp , 0.05 compared ","0.05",",","10","2087","2095","ª"
"40_21_4251","al group. p , 0.05 when cont","0.05",",","11","2541","2549"," "
"40_20_3882",") = 0.91, p = 0.35 for injur","0.35","=","4","3673","3681"," "
"40_20_3882"," = 5.296, p , 0.0001 for injur","1e-04",",","5","757","767"," "
"40_20_3882"," ANOVA). *p , 0.05; **p , 0.","0.05",",","5","838","846","*"
"40_20_3882",", 0.05; **p , 0.01; Sidak’s ","0.01",",","5","850","858","*"
"40_20_3882","= 3.15; **p = 0.0029; nested u","0.0029","=","5","1110","1120","*"
"40_20_3882"," = 2.32; *p = 0.025; nested u","0.025","=","5","1294","1303","*"
"40_20_3882","= 2.88; **p = 0.007; nested u","0.007","=","5","1453","1462","*"
"40_20_3882"," = 25.33, p , 0.0001 for injur","1e-04",",","6","902","912"," "
"40_20_3882","ncision. *p , 0.05;
Sidak’s ","0.05",",","6","1050","1058","*"
"40_20_3882",") = 0.91, p = 0.35 for the m","0.35","=","6","2302","2310"," "
"40_20_3882"," = 5.296, p , 0.0001 for injur","1e-04",",","6","4094","4104"," "
"40_20_3882","t = 3.15; p = 0.0029; nested u","0.0029","=","6","4864","4874"," "
"40_20_3882","t = 2.32; p = 0.025; nested u","0.025","=","6","5312","5321"," "
"40_20_3882","t = 2.88; p = 0.007; nested u","0.007","=","6","5770","5779"," "
"40_20_3882",": n = 33;
p = 0.012; Fisher’s","0.012","=","7","1248","1257","
"
"40_20_3882","act test, p , 0.0001).


Long-","1e-04",",","7","1504","1514"," "
"40_20_3882"," U = 401, p = 0.51, Mann–Whi","0.51","=","7","2086","2094"," "
"40_20_3882"," = 25.33, p , 0.0001 for
AP fi","1e-04",",","7","2742","2752"," "
"40_20_3882"," neurons; p = 0.012, Fisher’s","0.012","=","8","2543","2552"," "
"40_20_3882","          p , 0.0001, Fisher’s","1e-04",",","8","3499","3509"," "
"40_20_3882",") = 5.47; p , 0.0001 for injur","1e-04",",","8","4716","4726"," "
"40_20_3882","
model). *p , 0.05; **p , 0.","0.05",",","8","4852","4860","*"
"40_20_3882",", 0.05; **p , 0.01; Sidak’s ","0.01",",","8","4864","4872","*"
"40_20_3882","         (p = 0.075; Fisher’s","0.075","=","8","6796","6805","("
"40_20_3882"," = 2.32; *p = 0.035; nested
 ","0.035","=","8","9636","9645","*"
"40_20_3882"," = 2.77; *p = 0.014; nested u","0.014","=","8","9964","9973","*"
"40_20_3882",") = 5.47, p , 0.0001
presynapt","1e-04",",","8","10448","10458"," "
"40_20_3882"," = 2.34; *p = 0.034; nested u","0.034","=","8","10639","10648","*"
"40_20_3882","t = 0.57; p = 0.60;
t = 2.77","0.6","=","9","3007","3015"," "
"40_20_3882","t = 2.77; p = 0.014; nested u","0.014","=","9","3027","3036"," "
"40_20_3882","t = 0.62; p = 0.54, nested u","0.54","=","9","3112","3120"," "
"40_20_3882","t = 0.41; p = 0.70; nested u","0.7","=","9","3415","3423"," "
"40_20_3882","(t = 1.3; p = 0.25; nested u","0.25","=","9","3475","3483"," "
"40_20_3882","t = 2.34; p = 0.034; nested u","0.034","=","9","4137","4146"," "
"40_20_3882"," = 0.674; p = 0.415; mixed-ef","0.415","=","10","1653","1662"," "
"40_20_3882"," = 1.550; p = 0.218; mixed-ef","0.218","=","10","1784","1793"," "
"40_20_3882","t = 0.41; p = 0.70; nested u","0.7","=","10","3706","3714"," "
"40_20_3882","(t = 1.3; p = 0.25; nested u","0.25","=","10","3857","3865"," "
"40_20_3882","t = 0.57; p = 0.60; nested u","0.6","=","10","4634","4642"," "
"40_20_3882","t = 0.62; p = 0.54; nested u","0.54","=","10","4801","4809"," "
"40_20_3882","rheobase (p , 0.0001; Kruskal–","1e-04",",","11","881","891","("
"40_20_3882",") = 8.08; p = 0.006; mixed-ef","0.006","=","11","3934","3943"," "
"40_20_3882"," = 2.205; p = 0.142) and no s","0.142","=","11","4147","4156"," "
"40_20_3882","y changes
p = 0.415; Fig. 8C)","0.415","=","11","4449","4458","
"
"40_20_3882"," = 7.642; p = 0.007; mixed-ef","0.007","=","11","4887","4896"," "
"40_20_3882"," = 2.199; p = 0.143) and no s","0.143","=","11","5035","5044"," "
"40_20_3882","gh preva-
p = 0.218; Fig. 8D)","0.218","=","11","5277","5286","
"
"40_20_3896"," n = 3; **p , 0.01; one-way ","0.01",",","3","784","792","*"
"40_20_3896"," n = 3; **p , 0.01; one-way ","0.01",",","4","671","679","*"
"40_20_3896","= 12; ****p , 0.0001; Student’","1e-04",",","5","2393","2403","*"
"40_20_3896"," 40-kHz
**p , 0.01, ****p , ","0.01",",","9","4314","4322","*"
"40_20_3896","0.01, ****p , 0.0001; one-way ","1e-04",",","9","4328","4338","*"
"40_20_3896","n = 5; ***p , 0.001, Student’","0.001",",","10","9013","9022","*"
"40_20_3896"," = 8–10; *p , 0.05, **p , 0.","0.05",",","16","717","725","*"
"40_20_3896",", 0.05, **p , 0.01, Student’","0.01",",","16","729","737","*"
"40_20_3896","= 7–10; **p , 0.01,
***p , 0","0.01",",","16","1298","1306","*"
"40_20_3896"," 0.01,
***p , 0.001, ****p , ","0.001",",","16","1311","1320","*"
"40_20_3896",".001, ****p , 0.0001; one-way ","1e-04",",","16","1326","1336","*"
"40_20_3915","cultures (p , 0.0001, t(10) = ","1e-04",",","4","8219","8229","("
"40_20_3915","o of YAP (p , 0.0001, t(10) = ","1e-04",",","4","8499","8509","("
"40_20_3915","chickens (p , 0.0001, n = 6 ut","1e-04",",","5","843","853","("
"40_20_3915","e (total: p = 0.0004, n = 8). ","4e-04","=","5","888","898"," "
"40_20_3915","est (Lat: p = 0.48; Cen: p =","0.48","=","5","985","993"," "
"40_20_3915",".48; Cen: p = 0.0065, Med: p ,","0.0065","=","5","1000","1010"," "
"40_20_3915","065, Med: p , 0.0001, n = 6-8)","1e-04",",","5","1017","1027"," "
"40_20_3915","utricles (p ,
0.0001, n = 6). ","1e-04",",","5","1147","1157","("
"40_20_3915","s (total: p = 0.98, n = 8). ","0.98","=","5","1214","1222"," "
"40_20_3915","est (Lat: p = 0.99; Cen: p =","0.99","=","5","1309","1317"," "
"40_20_3915",".99; Cen: p = 0.87, Med:
p =","0.87","=","5","1324","1332"," "
"40_20_3915",".87, Med:
p = 0.996, n = 8). ","0.996","=","5","1339","1348","
"
"40_20_3915","utricles (p , 0.0001, t test).","1e-04",",","5","1834","1844","("
"40_20_3915","t manner (p = 0.001, ANOVA wi","0.001","=","5","1981","1990","("
"40_20_3915","oduction (p = 0.034, n = 4). ","0.034","=","5","2110","2119","("
"40_20_3915","U1 cells (p = 0.73, n = 9). ","0.73","=","5","2324","2332","("
"40_20_3915"," . 0.05, *p , 0.05, **p , 0.","0.05",",","5","2376","2384","*"
"40_20_3915",", 0.05, **p , 0.01, ***p , 0","0.01",",","5","2388","2396","*"
"40_20_3915"," 0.01, ***p , 0.001, ****p , ","0.001",",","5","2401","2410","*"
"40_20_3915",".001, ****p , 0.0001.

control","1e-04",",","5","2416","2426","*"
"40_20_3915","cultures (p = 0.0004, t(14) = ","4e-04","=","5","2447","2457","("
"40_20_3915","9 6 0.11, p = 0.9818, t(14) = ","0.9818","=","5","2792","2802"," "
"40_20_3915","feration (p = 0.0010, F(3,34) ","0.001","=","5","3514","3524","("
"40_20_3915","controls (p = 0.0337, t(6) = 2","0.0337","=","6","853","863","("
"40_20_3915","n-zero at p , 0.0001, n =     ","1e-04",",","6","10060","10070"," "
"40_20_3915","utricles (p = 0.6870,
120 cell","0.687","=","6","10128","10138","("
"40_20_3915","n-zero at p = 0.0050, n = 120 ","0.005","=","6","10426","10436"," "
"40_20_3915","utricles (p = 0.8852, n = 4–6 ","0.8852","=","6","10868","10878","("
"40_20_3915","6 SD. ****p , 0.0001.
","1e-04",",","6","11066","11076","*"
"40_20_3915","20 cells, p , 0.0001; Fig.
   ","1e-04",",","7","705","715"," "
"40_20_3915","20 cells, p = 0.005; Fig. 2J)","0.005","=","7","1570","1579"," "
"40_20_3915","ell area (p , 0.0001,
        ","1e-04",",","7","2103","2113","("
"40_20_3915","cal area (p = 0.69, t(6) = 0","0.69","=","7","2789","2797","("
"40_20_3915","(chicken: p , 0.0001, F(5,20) ","1e-04",",","7","8143","8153"," "
"40_20_3915","A; mouse: p , 0.0001,
        ","1e-04",",","7","8329","8339"," "
"40_20_3915"," washout (p , 0.0001, ANOVA wi","1e-04",",","7","10087","10097","("
"40_20_3915","utricles (p , 0.0001, n = 5 ut","1e-04",",","7","10120","10130","("
"40_20_3915","e levels (p
, 0.0001, n = 4 or","1e-04",",","7","10235","10245","("
"40_20_3915",":C ratio (p , 0.0001, n = 4 or","1e-04",",","7","10303","10313","("
"40_20_3915","t’s test, p , 0.0001, n = 5 or","1e-04",",","7","10504","10514"," "
"40_20_3915","t’s test, p = 0.99, n = 6). ","0.99","=","7","10579","10587"," "
"40_20_3915","         (p = 0.0008, n = 8) a","8e-04","=","7","10623","10633","("
"40_20_3915","utricles (p = 0.0103, n =
meas","0.0103","=","7","10662","10672","("
"40_20_3915"," . 0.05, *p , 0.05, **p , 0.","0.05",",","7","11025","11033","*"
"40_20_3915",", 0.05, **p , 0.01, ***p
72 ","0.01",",","7","11037","11045","*"
"40_20_3915",".001, ****p , 0.0001.
","1e-04",",","7","11199","11209","*"
"40_20_3915","0 6 0.04, p = 0.9997, n = 6   ","0.9997","=","8","484","494"," "
"40_20_3915","   trols (p , 0.0001, t(8) = 7","1e-04",",","8","519","529","("
"40_20_3915","4 6 0.03, p = 0.0008, t(14) = ","8e-04","=","8","958","968"," "
"40_20_3915","8 6 0.07, p = 0.0103, t(11) = ","0.0103","=","8","1102","1112"," "
"40_20_3915","controls (p = 0.0002,
SC proli","2e-04","=","8","2423","2433","("
"40_20_3915","controls (p = 0.0286, Mann-Whi","0.0286","=","8","2809","2819","("
"40_20_3915","0.05 mm2, p = 0.208, t(7) = 1","0.208","=","8","4290","4299"," "
"40_20_3915","1.4-fold (p = 0.008, t(10) =
","0.008","=","8","4465","4474","("
"40_20_3915",".25-fold (p = 0.033, t(10) = ","0.033","=","8","4707","4716","("
"40_20_3915","nchanged (p = 0.36, t(10) = ","0.36","=","8","4844","4852","("
"40_20_3915",",000 mm2, p , 0.0001, F(3,27) ","1e-04",",","8","5171","5181"," "
"40_20_3915","l region (p = 0.0011, F(2.9,43","0.0011","=","8","5560","5570","("
"40_20_3915","ectively (p = 0.0286, Mann-Whi","0.0286","=","8","6902","6912","("
"40_20_3915","nchanged (p = 0.4571, Mann-Whi","0.4571","=","8","7053","7063","("
"40_20_3915","d 3-fold (p = 0.0286,        S","0.0286","=","8","7216","7226","("
"40_20_3915","ed on P9 (p , 0.0001, F(2,56) ","1e-04",",","8","7686","7696","("
"40_20_3915","controls (p = 0.0006, t(9) = 5","6e-04","=","8","8803","8813","("
"40_20_3915","         (p = 0.62, F(3,12) ","0.62","=","10","1281","1289","("
"40_20_3915"," 69 6 56 (p , 0.0001, F(3,44) ","1e-04",",","10","2382","2392","("
"40_20_3915","h WT YAP (p = 0.0446, F(2,9) =","0.0446","=","10","3476","3486","("
"40_20_3915","c WT YAP (p = 0.0036, F(2,9) =","0.0036","=","10","5804","5814","("
"40_20_3915","         (p = 0.0001, t(4) = 1","1e-04","=","10","7754","7764","("
"40_20_3915",",000 mm2, p = 0.90, t(3) = 0","0.9","=","10","8426","8434"," "
"40_20_3915","controls (p , 0.0001, ANOVA, n","1e-04",",","10","8698","8708","("
"40_20_3915","ols (each p = 0.0286,         ","0.0286","=","10","9439","9449"," "
"40_20_3915","sion (H) (p = 0.0286, Mann-Whi","0.0286","=","10","9710","9720","("
"40_20_3915","3 (Myo7a: p = 0.0006, n = 3-8 ","6e-04","=","10","10885","10895"," "
"40_20_3915","ce; Myo6: p , 0.0001, n = 3–7 ","1e-04",",","10","10917","10927"," "
"40_20_3915"," . 0.05, *p , 0.05, **p , 0.","0.05",",","10","11226","11234","*"
"40_20_3915",", 0.05, **p , 0.01, ***p , 0","0.01",",","10","11238","11246","*"
"40_20_3915"," 0.01, ***p , 0.001, ****p , ","0.001",",","10","11251","11260","*"
"40_20_3915"," control (p = 0.022, t test, ","0.022","=","11","818","827","("
"40_20_3915","termates (p = 0.0238, Mann-Whi","0.0238","=","11","1025","1035","("
"40_20_3915","controls (p = 0.21, n = 4 or","0.21","=","11","1251","1259","("
"40_20_3915","tion (all p , 0.0001, n = 6-16","1e-04",",","12","801","811"," "
"40_20_3915","ion). ****p , 0.0001 (Sidak’s ","1e-04",",","12","847","857","*"
"40_20_3915","genotype (p = 0.0277, n = 6-9 ","0.0277","=","12","1382","1392","("
"40_20_3915","follows: *p = 0.016; **p = 0.","0.016","=","12","1605","1614","*"
"40_20_3915"," 0.016; **p = 0.0095; Mann-Whi","0.0095","=","12","1618","1628","*"
"40_20_3915","controls (p = 0.0342, t(28) = ","0.0342","=","12","2468","2478","("
"40_20_3915","   trols (p = 0.0393, t(18) = ","0.0393","=","12","2927","2937","("
"40_20_3915",",000 mm2; p = 0.60, t(5)
cat","0.6","=","12","3301","3309"," "
"40_20_3915","vs 6 6 3, p = 0.018, t(6) = 3","0.018","=","12","3972","3981"," "
"40_20_3915","hat upon
(p = 0.033) and SC d","0.033","=","12","4277","4286","("
"40_20_3915"," density (p = 0.008) were eac","0.008","=","12","4304","4313","("
"40_20_3915","controls (p = 0.36, t test, ","0.36","=","12","4759","4767","("
"40_20_3915","
0.05, ***p , 0.001.         ","0.001",",","12","5408","5417","*"
"40_20_3915"," viruses (p = 0.62, ANOVA, n","0.62","=","14","716","724","("
"40_20_3915","utricles (p , 0.0001, ANOVA, n","1e-04",",","14","1400","1410","("
"40_20_3915","5 6 0.12, p = 0.0446) or YAP-5","0.0446","=","14","1925","1935"," "
"40_20_3915","7 6 0.09, p = 0.0036, ANOVA wi","0.0036","=","14","1967","1977"," "
"40_20_3915"," . 0.05, *p , 0.05, **p , 0.","0.05",",","14","2484","2492","*"
"40_20_3915",", 0.05, **p , 0.01, ***p , 0","0.01",",","14","2496","2504","*"
"40_20_3915"," 0.01, ***p , 0.001, ****p , ","0.001",",","14","2509","2518","*"
"40_20_3915",".001, ****p , 0.0001.
","1e-04",",","14","2524","2534","*"
"40_20_3915","astriola (p = 0.0001, paired t","1e-04","=","15","3369","3379","("
"40_20_3915","ricle. ***p , 0.001.         ","0.001",",","15","3539","3548","*"
"40_20_3915","controls (p = 0.018, n = 4 ut","0.018","=","16","1887","1896","("
"40_20_3915","controls (p = 0.0393, n = 10 u","0.0393","=","16","2404","2414","("
"40_20_3915","an 6
SD. *p , 0.05.
","0.05",",","16","2505","2513","*"
"40_20_3933","    test, p , 0.005) with the","0.005",",","3","6194","6203"," "
"40_20_3933","rom zero (p , 0.05).        ","0.05",",","4","3824","3832","("
"40_20_3933","F = 0.44, p = 0.64) in the b","0.64","=","5","5752","5760"," "
"40_20_3933","ficantly (p , 0.001, unpaired","0.001",",","5","6222","6231","("
"40_20_3933","2 = 0.76, p , 0.0003)         ","3e-04",",","6","3513","3523"," "
"40_20_3933","F = 8.59, p = 0.0003). As with","3e-04","=","8","1056","1066"," "
"40_20_3933","ficantly (p , 0.001,
unpaired","0.001",",","8","1127","1136","("
"40_20_3933"," the SC. *p , 0.01.
vs 15.1 ","0.01",",","8","2571","2579","*"
"40_20_3933","d t test,
p , 0.0001). A one-w","1e-04",",","8","2624","2634","
"
"40_20_3933","ls vs all
p = 0.0035), and a p","0.0035","=","8","2959","2969","
"
"40_20_3933","          p = 0.4). This su","0.4","=","8","3333","3340"," "
"40_20_3933","parisons, p , 0.05). A compa","0.05",",","8","3416","3424"," "
"40_20_3933",", t test, p , 0.0001).
    Fig","1e-04",",","8","3674","3684"," "
"40_20_3933","d t test, p , 0.0003). A one-w","3e-04",",","8","4483","4493"," "
"40_20_3933","    test, p , 0.017; mean lat","0.017",",","8","4691","4700"," "
"40_20_3933","ly;
sons, p , 0.05).        ","0.05",",","8","5191","5199"," "
"40_20_3933","F = 3.41, p = 0.009), and pos","0.009","=","8","5996","6005"," "
"40_20_3933","nov test,
p , 0.0013). B, Dist","0.0013",",","9","458","468","
"
"40_20_3933","parisons, p , 0.05).
       ","0.05",",","9","1408","1416"," "
"40_20_3933","nov test, p , 0.001). Vertica","0.001",",","12","578","587"," "
"40_20_3933","ls.
test, p , 0.001, KS stati","0.001",",","13","1532","1541"," "
"40_20_3949","termates (p , 0.001). C, No d","0.001",",","6","537","546","("
"40_20_3949","1/1 mice (p = 0.793). D, Perc","0.793","=","6","672","681","("
"40_20_3949","the 2D / (p = 0.048). E, Tota","0.048","=","6","808","817","("
"40_20_3949",") = 3.70, p = 0.002; % distan","0.002","=","7","2706","2715"," "
"40_20_3949",") = 2.29, p = 0.033; % distan","0.033","=","7","2889","2898"," "
"40_20_3949","          p = 0.008, unpaired","0.008","=","7","3174","3183"," "
"40_20_3949",") = 1.64, p = 0.117; light en","0.117","=","7","4006","4015"," "
"40_20_3949",") = 0.68, p = 0.503; dark ent","0.503","=","7","4176","4185"," "
"40_20_3949",") = 0.70, p = 0.490; EZM tota","0.49","=","7","4345","4354"," "
"40_20_3949",") = 1.79, p = 0.089; open qua","0.089","=","7","4654","4663"," "
"40_20_3949",") = 1.35, p = 0.192; closed q","0.192","=","7","4833","4842"," "
"40_20_3949",") = 1.64, p = 0.117,
displaye","0.117","=","7","5074","5083"," "
"40_20_3949",") = 5.05, p , 0.0001, unpaired","1e-04",",","7","5786","5796"," "
"40_20_3949",") = 2.10, p = 0.048, unpaired","0.048","=","7","6498","6507"," "
"40_20_3949",") = 0.27, p = 0.793, unpaired","0.793","=","7","7040","7049"," "
"40_20_3949",") = 2.45, p = 0.023, unpaired","0.023","=","7","7662","7671"," "
"40_20_3949","he 2D1/1 (p = 0.023). F, Anal","0.023","=","7","8800","8809","("
"40_20_3949"," the OFT (p = 0.002), as well","0.002","=","7","9319","9328","("
"40_20_3949","he arena (p = 0.033 and p = 0","0.033","=","7","9613","9622","("
"40_20_3949","0.033 and p = 0.008, respecti","0.008","=","7","9627","9636"," "
"40_20_3949","enotypes (p = 0.117, p = 0.50","0.117","=","7","10195","10204","("
"40_20_3949"," = 0.117, p = 0.503, and p =
","0.503","=","7","10206","10215"," "
"40_20_3949",".503, and p =
0.490, respecti","0.49","=","7","10221","10230"," "
"40_20_3949"," the EZM (p = 0.089, p = 0.19","0.089","=","7","10404","10413","("
"40_20_3949"," = 0.089, p = 0.192, and p = ","0.192","=","7","10415","10424"," "
"40_20_3949",".192, and p = 0.117, respecti","0.117","=","7","10430","10439"," "
"40_20_3949",") = 3.52, p = 0.003,
unpaired","0.003","=","8","853","862"," "
"40_20_3949",") = 1.72, p =
0.105, unpaired","0.105","=","8","1327","1336"," "
"40_20_3949",") = 0.02, p = 0.982; amplitud","0.982","=","8","3567","3576"," "
"40_20_3949","p =
=0.88,p=0.383,unpairedt","0.383","=","8","3944","3951",","
"40_20_3949","ecording (p = 0.105). Data pr","0.105","=","8","4035","4044","("
"40_20_3949",") = 0.30, p = 0.767, unpaired","0.767","=","8","4563","4572"," "
"40_20_3949","requency: p = 0.981, amplitud","0.981","=","9","657","666"," "
"40_20_3949","mplitude: p = 0.383; n2D1/1 =","0.383","=","9","679","688"," "
"40_20_3949"," neurons (p = 0.767; n2D1/1 =","0.767","=","9","1128","1137","("
"40_20_3949",") = 7.17, p = 0.002,
        ","0.002","=","9","3256","3265"," "
"40_20_3949",") = 4.21, p = 0.003, unpaired","0.003","=","9","3855","3864"," "
"40_20_3949"," = 0.003, p = 0.997, unpaired","0.997","=","9","4158","4167"," "
"40_20_3949",") = 5.11, p = 0.007, unpaired","0.007","=","9","4377","4386"," "
"40_20_3949","    2.18, p = 0.045, unpaired","0.045","=","9","5863","5872"," "
"40_20_3949","e dlBNST (p =
0.007). C, Summ","0.007","=","10","1120","1129","("
"40_20_3949","y higher (p =
0.002). Data ar","0.002","=","10","1508","1517","("
"40_20_3949","    3.01, p = 0.008, unpaired","0.008","=","10","1856","1865"," "
"40_20_3949",") = 5.62, p = 0.008, genotype","0.008","=","10","2529","2538"," "
"40_20_3949","          p , 0.0001, subject:","1e-04",",","10","2666","2676"," "
"40_20_3949",") = 3.58, p = 0.001, ISI time","0.001","=","10","2704","2713"," "
"40_20_3949",") = 2.73, p = 0.011; amplitud","0.011","=","10","2775","2784"," "
"40_20_3949",") = 2.70, p = 0.083). Post ho","0.083","=","10","2851","2860"," "
"40_20_3949","lls
3.29, p = 0.003, unpaired","0.003","=","10","3075","3084"," "
"40_20_3949","s (30 ms: p , 0.0001; 50 ms: p","1e-04",",","10","3342","3352"," "
"40_20_3949","1; 50 ms: p , 0.0001; 100 ms: ","1e-04",",","10","3361","3371"," "
"40_20_3949","; 100 ms: p = 0.005),
TTX (1 ","0.005","=","10","3381","3390"," "
"40_20_3949",") = 1.45, p = 0.167; amplitud","0.167","=","10","4210","4219"," "
"40_20_3949","RF 2D1/1 (p = 0.003) and 2D /","0.003","=","11","981","990","("
"40_20_3949","and 2D / (p = 0.997) cells co","0.997","=","11","1002","1011","("
"40_20_3949","th 2D1/1 (p = 0.045). Data ar","0.045","=","11","1786","1795","("
"40_20_3949",") = 0.77, p = 0.447; am-     ","0.447","=","11","2688","2697"," "
"40_20_3949",") = 2.79, p = 0.009, unpaired","0.009","=","11","2955","2964"," "
"40_20_3949",") = 2.54, p = 0.024,
","0.024","=","11","4817","4826"," "
"40_20_3949","requency: p = 0.011, amplitud","0.011","=","12","536","545"," "
"40_20_3949","mplitude:
p = 0.003; nCRF 2D1","0.003","=","12","558","567","
"
